"","id","age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
"3131",3131,28,"Self-emp-not-inc",195607,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
"3132",3132,52,"Private",150930,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3133",3133,50,"Private",166758,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
"3134",3134,49,"Private",218676,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"United-States","<=50K"
"3135",3135,47,"Private",102771,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"3136",3136,36,"Private",99146,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
"3137",3137,30,"Private",30063,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"3138",3138,71,"Private",110380,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,2467,52,"United-States","<=50K"
"3139",3139,35,"Self-emp-inc",184655,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,62,"United-States","<=50K"
"3140",3140,27,"Private",275110,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,80,"United-States",">50K"
"3141",3141,45,"Private",341762,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
"3142",3142,41,"Private",160785,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"3143",3143,20,"Private",223515,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
"3144",3144,27,"Private",169958,"5th-6th",3,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"NULL","<=50K"
"3145",3145,42,"Private",225193,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3146",3146,42,"Private",118652,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"3147",3147,25,"Private",190350,"10th",6,"Married-civ-spouse","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
"3148",3148,44,"Private",210648,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"3149",3149,25,"Private",316688,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"3150",3150,43,"Private",174051,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
"3151",3151,46,"Private",83082,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
"3152",3152,48,"Private",247895,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",">50K"
"3153",3153,51,"Private",90363,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",15024,0,40,"United-States",">50K"
"3154",3154,29,"Private",179498,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Germany","<=50K"
"3155",3155,38,"Private",85244,"Bachelors",13,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3156",3156,28,"State-gov",239130,"Some-college",10,"Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"3157",3157,45,"Local-gov",54190,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"3158",3158,49,"Private",170871,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"3159",3159,44,"Local-gov",277144,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,60,"United-States","<=50K"
"3160",3160,56,"Private",147989,"Some-college",10,"Married-spouse-absent","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3161",3161,29,"Private",247053,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3162",3162,31,"Private",207685,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,34,"United-States","<=50K"
"3163",3163,50,"Private",109277,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"3164",3164,27,"Private",187392,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3165",3165,30,"Private",164190,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,38,"NULL","<=50K"
"3166",3166,40,"Private",406811,"HS-grad",9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,40,"Canada","<=50K"
"3167",3167,38,"Federal-gov",338320,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States",">50K"
"3168",3168,37,"Private",151835,"Prof-school",15,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"3169",3169,25,"Private",570821,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"3170",3170,44,"Self-emp-inc",181762,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
"3171",3171,20,"NULL",40060,"Some-college",10,"Never-married","NULL","Own-child","White","Male",0,0,56,"United-States","<=50K"
"3172",3172,26,"State-gov",294400,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,38,"United-States","<=50K"
"3173",3173,34,"Private",430554,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"3174",3174,27,"Private",189462,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,46,"United-States","<=50K"
"3175",3175,49,"Private",168262,"10th",6,"Divorced","Other-service","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
"3176",3176,70,"Private",187891,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"3177",3177,35,"Self-emp-not-inc",95455,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,55,"United-States","<=50K"
"3178",3178,64,"Private",149775,"Masters",14,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,8,"United-States","<=50K"
"3179",3179,40,"Private",379919,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"3180",3180,54,"Private",227832,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3181",3181,25,"Local-gov",191921,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,25,"United-States","<=50K"
"3182",3182,23,"Private",125491,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,35,"Vietnam","<=50K"
"3183",3183,47,"Self-emp-not-inc",126500,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K"
"3184",3184,19,"Private",407759,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"3185",3185,18,"Private",322999,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
"3186",3186,25,"Private",77071,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,2339,35,"United-States","<=50K"
"3187",3187,49,"Private",34545,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
"3188",3188,60,"Private",178792,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3189",3189,34,"Private",134886,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3190",3190,39,"Private",167777,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K"
"3191",3191,18,"Private",234428,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
"3192",3192,63,"Private",117473,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",4386,0,40,"United-States",">50K"
"3193",3193,35,"Local-gov",199674,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"3194",3194,59,"Federal-gov",176317,"10th",6,"Divorced","Other-service","Not-in-family","White","Female",0,0,37,"United-States","<=50K"
"3195",3195,52,"Private",273514,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3196",3196,23,"Private",161478,"Some-college",10,"Never-married","Other-service","Own-child","Asian-Pac-Islander","Female",0,0,23,"United-States","<=50K"
"3197",3197,47,"Private",431245,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3198",3198,27,"Private",386040,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K"
"3199",3199,51,"Private",145166,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","<=50K"
"3200",3200,39,"State-gov",318918,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"3201",3201,21,"Private",194723,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"Mexico","<=50K"
"3202",3202,31,"Private",115488,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"3203",3203,21,"Private",145964,"12th",8,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3204",3204,50,"Self-emp-inc",167793,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,60,"United-States",">50K"
"3205",3205,24,"Private",461678,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K"
"3206",3206,33,"Private",203488,"Some-college",10,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3207",3207,22,"Private",200318,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
"3208",3208,54,"State-gov",312897,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,46,"England",">50K"
"3209",3209,29,"Private",201954,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"3210",3210,72,"Private",192732,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,20,"United-States","<=50K"
"3211",3211,25,"Private",278404,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3212",3212,37,"Private",61778,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"3213",3213,27,"Private",161155,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"3214",3214,35,"Self-emp-not-inc",188540,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"3215",3215,45,"Private",202812,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"3216",3216,22,"Private",217363,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3217",3217,38,"State-gov",314052,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"3218",3218,38,"Federal-gov",201617,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3219",3219,26,"Private",275703,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"3220",3220,41,"Self-emp-inc",112262,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"3221",3221,34,"Private",188736,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Other-relative","Other","Female",0,0,20,"Columbia","<=50K"
"3222",3222,36,"Self-emp-not-inc",36270,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1977,65,"United-States",">50K"
"3223",3223,19,"Private",38294,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",2597,0,40,"United-States","<=50K"
"3224",3224,47,"Private",109089,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States","<=50K"
"3225",3225,33,"State-gov",43716,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,4,"United-States","<=50K"
"3226",3226,38,"Private",65390,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"3227",3227,33,"Federal-gov",101345,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3228",3228,23,"Private",150683,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
"3229",3229,26,"Private",108658,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3230",3230,23,"Private",249277,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,75,"United-States","<=50K"
"3231",3231,60,"Private",83850,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"3232",3232,46,"Local-gov",354962,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
"3233",3233,65,"Private",205309,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,24,"United-States","<=50K"
"3234",3234,46,"Private",53893,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"3235",3235,31,"Private",341672,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,60,"India","<=50K"
"3236",3236,54,"Private",175594,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3237",3237,73,"Private",301210,"1st-4th",2,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1735,20,"United-States","<=50K"
"3238",3238,17,"NULL",216595,"11th",7,"Never-married","NULL","Own-child","Black","Female",0,0,20,"United-States","<=50K"
"3239",3239,34,"Private",346275,"11th",7,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
"3240",3240,25,"Private",52536,"Assoc-acdm",12,"Divorced","Tech-support","Own-child","White","Female",0,1594,25,"United-States","<=50K"
"3241",3241,53,"Local-gov",549341,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,35,"United-States","<=50K"
"3242",3242,18,"Private",163787,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
"3243",3243,25,"Private",242464,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3244",3244,26,"Private",144483,"Assoc-voc",11,"Divorced","Sales","Own-child","White","Female",594,0,35,"United-States","<=50K"
"3245",3245,41,"Private",197372,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",">50K"
"3246",3246,40,"Private",225978,"Some-college",10,"Separated","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"3247",3247,19,"Private",120277,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"3248",3248,25,"Private",120238,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"3249",3249,44,"Private",110908,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,25,"United-States","<=50K"
"3250",3250,55,"Private",334308,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,30,"United-States",">50K"
"3251",3251,21,"Private",396790,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,20,"United-States","<=50K"
"3252",3252,47,"Private",202322,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K"
"3253",3253,38,"Self-emp-not-inc",243484,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,28,"United-States",">50K"
"3254",3254,23,"Self-emp-inc",306868,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"3255",3255,18,"NULL",97318,"HS-grad",9,"Never-married","NULL","Own-child","White","Female",0,0,35,"United-States","<=50K"
"3256",3256,19,"Private",127709,"HS-grad",9,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,30,"United-States","<=50K"
"3257",3257,41,"Local-gov",169995,"Some-college",10,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"3258",3258,41,"Private",344624,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"3259",3259,36,"Local-gov",217414,"Some-college",10,"Divorced","Protective-serv","Unmarried","White","Male",0,0,55,"United-States","<=50K"
"3260",3260,34,"Private",144798,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3261",3261,49,"Private",151584,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"3262",3262,59,"Private",368005,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3263",3263,53,"Private",141388,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3264",3264,31,"Private",106347,"11th",7,"Separated","Other-service","Not-in-family","Black","Female",0,0,42,"United-States","<=50K"
"3265",3265,38,"Private",276559,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,70,"United-States",">50K"
"3266",3266,36,"Private",745768,"Some-college",10,"Never-married","Protective-serv","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"3267",3267,40,"Private",291808,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"3268",3268,46,"Self-emp-not-inc",197836,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1672,50,"United-States","<=50K"
"3269",3269,49,"Private",251180,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",2407,0,50,"United-States","<=50K"
"3270",3270,25,"Self-emp-not-inc",263300,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"3271",3271,29,"Private",277788,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,25,"United-States","<=50K"
"3272",3272,28,"Private",125321,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3273",3273,38,"Local-gov",223237,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"3274",3274,31,"Private",197023,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"3275",3275,26,"Private",213258,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3276",3276,18,"Private",96445,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,24,"United-States","<=50K"
"3277",3277,17,"Private",133449,"9th",5,"Never-married","Other-service","Own-child","Black","Male",0,0,26,"United-States","<=50K"
"3278",3278,50,"Local-gov",234143,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"United-States",">50K"
"3279",3279,61,"Self-emp-not-inc",224784,"Assoc-acdm",12,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,90,"United-States","<=50K"
"3280",3280,20,"Private",211968,"Assoc-voc",11,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
"3281",3281,36,"Federal-gov",106297,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"3282",3282,49,"NULL",228372,"Some-college",10,"Married-civ-spouse","NULL","Husband","White","Male",0,0,20,"United-States",">50K"
"3283",3283,20,"NULL",203353,"Some-college",10,"Never-married","NULL","Own-child","White","Female",0,0,40,"United-States","<=50K"
"3284",3284,70,"Self-emp-not-inc",37203,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",9386,0,30,"United-States",">50K"
"3285",3285,33,"State-gov",425785,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"3286",3286,26,"Private",248612,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United-States",">50K"
"3287",3287,60,"Private",206339,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"3288",3288,28,"Private",232945,"HS-grad",9,"Separated","Handlers-cleaners","Not-in-family","Other","Male",0,0,30,"United-States","<=50K"
"3289",3289,66,"NULL",107744,"Some-college",10,"Married-civ-spouse","NULL","Husband","White","Male",0,0,40,"United-States","<=50K"
"3290",3290,34,"Private",113530,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"3291",3291,33,"Private",392812,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"3292",3292,46,"Private",471990,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,46,"United-States",">50K"
"3293",3293,77,"Self-emp-not-inc",138714,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"3294",3294,37,"Self-emp-not-inc",36989,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"3295",3295,54,"Private",139703,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,40,"Germany",">50K"
"3296",3296,33,"Private",165814,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
"3297",3297,30,"Private",101283,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3298",3298,32,"Private",163604,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"3299",3299,17,"Private",234780,"HS-grad",9,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"3300",3300,61,"Private",122246,"12th",8,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
"3301",3301,45,"Private",168038,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,32,"United-States","<=50K"
"3302",3302,25,"Private",288519,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"3303",3303,25,"Private",184698,"10th",6,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"Dominican-Republic","<=50K"
"3304",3304,28,"Private",171133,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"3305",3305,28,"Private",186239,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"3306",3306,39,"Federal-gov",65324,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"3307",3307,64,"Self-emp-inc",272531,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"3308",3308,29,"Private",138537,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Laos","<=50K"
"3309",3309,28,"Private",158737,"12th",8,"Married-civ-spouse","Machine-op-inspct","Other-relative","Other","Male",0,0,40,"Ecuador","<=50K"
"3310",3310,29,"NULL",315026,"HS-grad",9,"Divorced","NULL","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3311",3311,56,"Self-emp-inc",211804,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"3312",3312,43,"Self-emp-not-inc",272165,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"3313",3313,59,"Private",167963,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"3314",3314,34,"Private",19847,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3315",3315,61,"Federal-gov",197311,"Masters",14,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3316",3316,50,"Self-emp-not-inc",341797,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"3317",3317,36,"Private",127306,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"3318",3318,41,"Private",163322,"11th",7,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,36,"United-States","<=50K"
"3319",3319,62,"Local-gov",407669,"7th-8th",4,"Widowed","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
"3320",3320,24,"Private",161638,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"Ecuador","<=50K"
"3321",3321,33,"Private",226629,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States","<=50K"
"3322",3322,64,"Private",61892,"HS-grad",9,"Widowed","Priv-house-serv","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
"3323",3323,55,"Private",129762,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"3324",3324,36,"Local-gov",110866,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"3325",3325,41,"Private",318046,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States",">50K"
"3326",3326,41,"Private",119721,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
"3327",3327,21,"Private",317175,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"3328",3328,48,"State-gov",118330,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5178,0,40,"United-States",">50K"
"3329",3329,61,"Private",228287,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"3330",3330,41,"Local-gov",137142,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"3331",3331,48,"Private",172709,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
